ID;Species;Location;Date.Collected;NoIndiv;Dry.Mass.mg;Dry.Mass.mg.Average;Dry.Mass.mg.Range.;DryMass;Body.Length.mm;Body.Length.mm.Average;Body.Length.mm.Range;BodyL;Head.Width.mm;Head.Width.mm.Average;Head.Width.mm.Range;HeadW;d13C;C Amount (ug);d15N;N.Amount.ug;Issues
B64;Belostoma;DC108_1;9/16/2015;1;0.7;NA;NA;0.7;4.231;NA;NA;4.231;NA;NA;NA;NA;-34.02;348.72;2.45;89.2;
B63;Belostoma;DC108_1;9/16/2015;1;0.7;NA;NA;0.7;4.48;NA;NA;4.48;NA;NA;NA;NA;-32.83;358.22;2.53;84.52;
B66;Belostoma;DC108_1;9/16/2015;1;0.7;NA;NA;0.7;4.649;NA;NA;4.649;NA;NA;NA;NA;-31.77;289.84;2.89;79.72;
Be70;Belostoma;NicksPond;7/14/2015;1;0.7;NA;NA;0.7;5.95;NA;NA;5.95;NA;NA;NA;NA;-30.09;247.8;3.42;57.37;
Be58;Belostoma;NicksPond;07/07/2015;1;0.7;NA;NA;0.7;6.73;NA;NA;6.73;NA;NA;NA;NA;-29.03;319.03;3.36;89.19;
Be80;Belostoma;NicksPond;7/14/2015;1;0.8;NA;NA;0.8;4.64;NA;NA;4.64;NA;NA;NA;NA;-30.4;337.92;3.35;82.31;
Be57;Belostoma;NicksPond;07/07/2015;1;0.8;NA;NA;0.8;5.83;NA;NA;5.83;NA;NA;NA;NA;-25.55;363.79;4.11;92.6;
Be87;Belostoma;NicksPond;7/14/2015;1;0.9;NA;NA;0.9;4.54;NA;NA;4.54;NA;NA;NA;NA;-28.45;386.47;3.96;100.07;
B67;Belostoma;DC108_1;9/16/2015;1;1;NA;NA;1;4.509;NA;NA;4.509;NA;NA;NA;NA;-33.25;515.56;2.43;128.63;
1B_17;Belostoma;DC108_1;09/09/2015;1;1;NA;NA;1;4.58;NA;NA;4.58;NA;NA;NA;NA;-32.67;455.75;1.84;114.6;
Be86;Belostoma;NicksPond;7/14/2015;1;1;NA;NA;1;4.64;NA;NA;4.64;NA;NA;NA;NA;-30.29;91.05;4.16;23.57;SM
Be68;Belostoma;NicksPond;7/14/2015;1;1;NA;NA;1;6.38;NA;NA;6.38;NA;NA;NA;NA;-28.76;408.71;3.18;87.52;
Be52;Belostoma;NicksPond;07/07/2015;1;1;NA;NA;1;6.58;NA;NA;6.58;NA;NA;NA;NA;-27.86;443.1;2.82;112.54;
Be55;Belostoma;NicksPond;07/07/2015;1;1.1;NA;NA;1.1;6.42;NA;NA;6.42;NA;NA;NA;NA;-30.58;479.73;1.96;122.11;
B43;Belostoma;DC108_1;9/16/2015;1;1.1;NA;NA;1.1;7.112;NA;NA;7.112;NA;NA;NA;NA;-34.04;554.18;2.3;149.4;
Be67;Belostoma;NicksPond;7/14/2015;1;1.1;NA;NA;1.1;7.97;NA;NA;7.97;NA;NA;NA;NA;-32.88;559.86;2.98;119.78;
Be71;Belostoma;NicksPond;7/14/2015;1;1.2;NA;NA;1.2;9.2;NA;NA;9.2;NA;NA;NA;NA;-29.76;416.14;3.09;95.66;
Be51;Belostoma;NicksPond;07/07/2015;1;1.3;NA;NA;1.3;6.26;NA;NA;6.26;NA;NA;NA;NA;-30.47;613.23;2.15;156.86;
B56;Belostoma;DC108_1;9/16/2015;1;1.3;NA;NA;1.3;6.788;NA;NA;6.788;NA;NA;NA;NA;-33.34;592.94;2.43;162.03;
B44;Belostoma;DC108_1;9/16/2015;1;1.3;NA;NA;1.3;6.997;NA;NA;6.997;NA;NA;NA;NA;-33.18;596.17;1.92;158.59;
1B_1;Belostoma;DC108_1;09/09/2015;1;1.3;NA;NA;1.3;8.493;NA;NA;8.493;NA;NA;NA;NA;-33.99;896.82;2.02;251.51;
B62;Belostoma;DC108_1;9/16/2015;1;1.4;NA;NA;1.4;5.903;NA;NA;5.903;NA;NA;NA;NA;-32.22;650.24;2.58;176.91;
B59;Belostoma;DC108_1;9/16/2015;1;1.4;NA;NA;1.4;6.237;NA;NA;6.237;NA;NA;NA;NA;-32.97;573.54;1.95;156.29;
Be78;Belostoma;NicksPond;7/14/2015;1;1.4;NA;NA;1.4;6.27;NA;NA;6.27;NA;NA;NA;NA;-30.44;610.05;3.8;161.85;
B61;Belostoma;DC108_1;9/16/2015;1;1.4;NA;NA;1.4;6.368;NA;NA;6.368;NA;NA;NA;NA;-33.19;705.67;1.79;170.05;
B57;Belostoma;DC108_1;9/16/2015;1;1.4;NA;NA;1.4;6.415;NA;NA;6.415;NA;NA;NA;NA;-32.83;510.21;1.94;141.33;
Be59;Belostoma;NicksPond;07/07/2015;1;1.5;NA;NA;1.5;6.14;NA;NA;6.14;NA;NA;NA;NA;-23.56;658.08;3.25;171.79;
B55;Belostoma;DC108_1;9/16/2015;1;1.5;NA;NA;1.5;6.29;NA;NA;6.29;NA;NA;NA;NA;-32.69;671.95;1.39;182.61;
Be89;Belostoma;NicksPond;7/14/2015;1;1.5;NA;NA;1.5;6.4;NA;NA;6.4;NA;NA;NA;NA;-28.06;682.76;2.7;183.12;
B54;Belostoma;DC108_1;9/16/2015;1;1.5;NA;NA;1.5;6.433;NA;NA;6.433;NA;NA;NA;NA;-36.03;495.23;2.78;140.18;
1B_34;Belostoma;DC108_1;09/09/2015;1;1.6;NA;NA;1.6;6.104;NA;NA;6.104;NA;NA;NA;NA;-32.69;727.48;2.02;197.41;
B45;Belostoma;DC108_1;9/16/2015;1;1.6;NA;NA;1.6;7.31;NA;NA;7.31;NA;NA;NA;NA;-33.47;699.13;2.29;168.9;
Be74;Belostoma;NicksPond;7/14/2015;1;1.7;NA;NA;1.7;6.03;NA;NA;6.03;NA;NA;NA;NA;-30.25;702.39;3.53;183.12;
1B_33;Belostoma;DC108_1;09/09/2015;1;1.7;NA;NA;1.7;6.409;NA;NA;6.409;NA;NA;NA;NA;-32.7;760.27;1.28;209.88;
Be40;Belostoma;NicksPond;07/07/2015;1;1.9;NA;NA;1.9;8.56;NA;NA;8.56;NA;NA;NA;NA;-31.22;518.64;3.75;125.6;
B48;Belostoma;DC108_1;9/16/2015;1;1.9;NA;NA;1.9;9.708;NA;NA;9.708;NA;NA;NA;NA;-35.28;944.55;1.85;260.44;
B58;Belostoma;DC108_1;9/16/2015;1;2;NA;NA;2;6.459;NA;NA;6.459;NA;NA;NA;NA;-34.47;1009.24;2.79;247.03;
B42;Belostoma;DC108_1;9/16/2015;1;2;NA;NA;2;6.954;NA;NA;6.954;NA;NA;NA;NA;-34.21;925.09;1.92;264.32;
Be43;Belostoma;NicksPond;07/07/2015;1;2;NA;NA;2;7.35;NA;NA;7.35;NA;NA;NA;NA;-27.72;983.59;3.72;265.29;
Be26;Belostoma;NicksPond;7/30/2015;1;2;NA;NA;2;8.38;NA;NA;8.38;NA;NA;NA;NA;-32.54;1110.35;2.74;307.04;
1B_41;Belostoma;DC108_1;09/09/2015;1;2.1;NA;NA;2.1;6.487;NA;NA;6.487;NA;NA;NA;NA;-34.99;76.19;2.15;14.12;SM
Be76;Belostoma;NicksPond;7/14/2015;1;2.2;NA;NA;2.2;6.06;NA;NA;6.06;NA;NA;NA;NA;-34.33;330.55;3.39;60.43;
Be77;Belostoma;NicksPond;7/14/2015;1;2.2;NA;NA;2.2;6.59;NA;NA;6.59;NA;NA;NA;NA;-30.89;292.75;3.53;70.87;
B46;Belostoma;DC108_1;9/16/2015;1;2.4;NA;NA;2.4;7.369;NA;NA;7.369;NA;NA;NA;NA;-33.47;67.06;1.71;14.49;SM
Be73;Belostoma;NicksPond;7/14/2015;1;2.4;NA;NA;2.4;8.68;NA;NA;8.68;NA;NA;NA;NA;-29.9;352.67;2.98;97.24;
B60;Belostoma;DC108_1;9/16/2015;1;2.5;NA;NA;2.5;6.415;NA;NA;6.415;NA;NA;NA;NA;-34.36;243.3;2.62;60.95;
1B_6;Belostoma;DC108_1;09/09/2015;1;2.6;NA;NA;2.6;8.268;NA;NA;8.268;NA;NA;NA;NA;-32.01;229.21;2.88;62.33;
B49;Belostoma;DC108_1;9/16/2015;1;2.6;NA;NA;2.6;10.266;NA;NA;10.266;NA;NA;NA;NA;-34.05;41.12;2.73;10.69;SM
1B_35;Belostoma;DC108_1;09/09/2015;1;2.7;NA;NA;2.7;8.989;NA;NA;8.989;NA;NA;NA;NA;-34.35;275.18;4.03;60.57;
1B_37;Belostoma;DC108_1;09/09/2015;1;2.8;NA;NA;2.8;7.936;NA;NA;7.936;NA;NA;NA;NA;-33.4;471.74;2.25;122.84;
1B_38;Belostoma;DC108_1;09/09/2015;1;3;NA;NA;3;8.416;NA;NA;8.416;NA;NA;NA;NA;-35.07;206.3;1.7;43.21;
1B_39;Belostoma;DC108_1;09/09/2015;1;3;NA;NA;3;8.733;NA;NA;8.733;NA;NA;NA;NA;-34.29;173.07;3.68;39.9;
Be75;Belostoma;NicksPond;7/14/2015;1;3.1;NA;NA;3.1;5.86;NA;NA;5.86;NA;NA;NA;NA;-30.31;290.66;4;70.3;
1B_40;Belostoma;DC108_1;09/09/2015;1;3.4;NA;NA;3.4;9.07;NA;NA;9.07;NA;NA;NA;NA;-32.9;114.15;1.28;29.23;
B27;Belostoma;DC108_1;9/16/2015;1;3.6;NA;NA;3.6;13.612;NA;NA;13.612;NA;NA;NA;NA;-37.37;255.3;1.62;41.2;
B41;Belostoma;DC108_1;9/16/2015;1;3.7;NA;NA;3.7;9.682;NA;NA;9.682;NA;NA;NA;NA;-34.77;222.3;1.3;53.2;
B35;Belostoma;DC108_1;9/16/2015;1;3.7;NA;NA;3.7;9.751;NA;NA;9.751;NA;NA;NA;NA;-31.89;394.16;2;93.17;
1B_23;Belostoma;DC108_1;09/09/2015;1;3.8;NA;NA;3.8;8.626;NA;NA;8.626;NA;NA;NA;NA;-33.7;508.06;2.45;133.25;
Be44;Belostoma;NicksPond;07/07/2015;1;3.9;NA;NA;3.9;7.71;NA;NA;7.71;NA;NA;NA;NA;-31.37;307.33;3.47;76.32;
Be47;Belostoma;NicksPond;07/07/2015;1;4.1;NA;NA;4.1;8.9;NA;NA;8.9;NA;NA;NA;NA;-30.01;381.96;3.01;96.01;
B51;Belostoma;DC108_1;9/16/2015;1;4.1;NA;NA;4.1;9.873;NA;NA;9.873;NA;NA;NA;NA;-34.13;386.11;2.01;86.9;
B33;Belostoma;DC108_1;9/16/2015;1;4.1;NA;NA;4.1;10.6;NA;NA;10.6;NA;NA;NA;NA;-36.05;378.29;1.6;86.86;
1B_3;Belostoma;DC108_1;09/09/2015;1;4.4;NA;NA;4.4;8.326;NA;NA;8.326;NA;NA;NA;NA;-33.72;580;1.92;145.94;
Be46;Belostoma;NicksPond;07/07/2015;1;4.4;NA;NA;4.4;8.97;NA;NA;8.97;NA;NA;NA;NA;-31.41;384.1;2.95;92.13;
Be48;Belostoma;NicksPond;07/07/2015;1;4.4;NA;NA;4.4;9.01;NA;NA;9.01;NA;NA;NA;NA;-32.59;613.23;2.9;141.85;
Be25;Belostoma;NicksPond;7/30/2015;1;4.4;NA;NA;4.4;9.32;NA;NA;9.32;NA;NA;NA;NA;-33.01;246.93;3.11;62.21;
B40;Belostoma;DC108_1;9/16/2015;1;4.4;NA;NA;4.4;9.682;NA;NA;9.682;NA;NA;NA;NA;-35.56;406.35;1.75;69.62;
B50;Belostoma;DC108_1;9/16/2015;1;4.4;NA;NA;4.4;10.03;NA;NA;10.03;NA;NA;NA;NA;-35.19;392.5;1.25;94.47;
B34;Belostoma;DC108_1;9/16/2015;1;4.6;NA;NA;4.6;9.972;NA;NA;9.972;NA;NA;NA;NA;-36.43;331.87;2.13;77.96;
1B_14;Belostoma;DC108_1;09/09/2015;1;4.7;NA;NA;4.7;8.497;NA;NA;8.497;NA;NA;NA;NA;-34.66;467.47;2.1;113.32;
B47;Belostoma;DC108_1;9/16/2015;1;4.7;NA;NA;4.7;9.466;NA;NA;9.466;NA;NA;NA;NA;-33.85;470.51;2.14;114.55;
B36;Belostoma;DC108_1;9/16/2015;1;4.7;NA;NA;4.7;9.751;NA;NA;9.751;NA;NA;NA;NA;-35.96;394.16;1.63;88.03;
Be50;Belostoma;NicksPond;07/07/2015;1;4.8;NA;NA;4.8;8.4;NA;NA;8.4;NA;NA;NA;NA;-29.7;333.93;2.52;75.49;
1B_30;Belostoma;DC108_1;09/09/2015;1;4.9;NA;NA;4.9;8.738;NA;NA;8.738;NA;NA;NA;NA;-33.78;311.89;0.53;77.96;
Be49;Belostoma;NicksPond;07/07/2015;1;4.9;NA;NA;4.9;8.75;NA;NA;8.75;NA;NA;NA;NA;-29.07;299.9;3.74;70.99;
1B_22;Belostoma;DC108_1;09/09/2015;1;5.1;NA;NA;5.1;8.918;NA;NA;8.918;NA;NA;NA;NA;-32.95;545.59;2.2;145.94;
B53;Belostoma;DC108_1;9/16/2015;1;5.2;NA;NA;5.2;9.912;NA;NA;9.912;NA;NA;NA;NA;-35.88;543.65;1.94;124.95;
Be24;Belostoma;NicksPond;7/30/2015;1;5.3;NA;NA;5.3;9.28;NA;NA;9.28;NA;NA;NA;NA;-33.9;302.02;2.16;67.67;
1B_29;Belostoma;DC108_1;09/09/2015;1;5.5;NA;NA;5.5;8.859;NA;NA;8.859;NA;NA;NA;NA;-33.37;663.26;1.92;175.77;
1B_2;Belostoma;DC108_1;09/09/2015;1;5.5;NA;NA;5.5;9.027;NA;NA;9.027;NA;NA;NA;NA;-33.38;247.99;2.28;62.8;
Be34;Belostoma;NicksPond;07/07/2015;1;5.6;NA;NA;5.6;12.32;NA;NA;12.32;NA;NA;NA;NA;-30.91;404.45;3.74;107.63;
Be37;Belostoma;NicksPond;07/07/2015;1;5.7;NA;NA;5.7;8.65;NA;NA;8.65;NA;NA;NA;NA;-31.36;581.62;3.47;147.63;
1B_5;Belostoma;DC108_1;09/09/2015;1;5.8;NA;NA;5.8;11.041;NA;NA;11.041;NA;NA;NA;NA;-33.77;588.62;2.41;160.88;
1B_36;Belostoma;DC108_1;09/09/2015;1;5.9;NA;NA;5.9;8.021;NA;NA;8.021;NA;NA;NA;NA;-33.8;543.44;1.78;136.72;
Be65;Belostoma;NicksPond;7/14/2015;1;5.9;NA;NA;5.9;9.13;NA;NA;9.13;NA;NA;NA;NA;-30.25;393.73;3.02;98.72;
B39;Belostoma;DC108_1;9/16/2015;1;5.9;NA;NA;5.9;10.102;NA;NA;10.102;NA;NA;NA;NA;-35.45;368.03;1.36;76.17;
Be45;Belostoma;NicksPond;07/07/2015;1;6;NA;NA;6;7.71;NA;NA;7.71;NA;NA;NA;NA;-26.17;281.86;3.83;70.16;
B28;Belostoma;DC108_1;9/16/2015;1;6.1;NA;NA;6.1;13.778;NA;NA;13.778;NA;NA;NA;NA;-36.61;421.73;1.82;108.44;
1B_8;Belostoma;DC108_1;09/09/2015;1;6.2;NA;NA;6.2;11.59;NA;NA;11.59;NA;NA;NA;NA;-33.19;210.46;2.63;55.38;
Be23;Belostoma;NicksPond;7/30/2015;1;6.3;NA;NA;6.3;12.34;NA;NA;12.34;NA;NA;NA;NA;-30.67;288.22;2.73;74.67;
Be93;Belostoma;NicksPond;7/14/2015;1;6.3;NA;NA;6.3;13.08;NA;NA;13.08;NA;NA;NA;NA;-30.71;423.57;2.23;89.22;
Be72;Belostoma;NicksPond;7/14/2015;1;6.4;NA;NA;6.4;9.45;NA;NA;9.45;NA;NA;NA;NA;-29.52;327.4;2.82;77.67;
B52;Belostoma;DC108_1;9/16/2015;1;6.4;NA;NA;6.4;13.45;NA;NA;13.45;NA;NA;NA;NA;-34.53;645.5;2.2;168.59;
1B_9;Belostoma;DC108_1;09/09/2015;1;6.9;NA;NA;6.9;11.933;NA;NA;11.933;NA;NA;NA;NA;-33.01;580;2.02;151.7;
Be38;Belostoma;NicksPond;07/07/2015;1;7.1;NA;NA;7.1;8.09;NA;NA;8.09;NA;NA;NA;NA;-31.62;430.2;2.22;105.99;
1B_24;Belostoma;DC108_1;09/09/2015;1;7.2;NA;NA;7.2;8.769;NA;NA;8.769;NA;NA;NA;NA;-34.58;701.31;2.55;176.91;
Be17;Belostoma;NicksPond;7/30/2015;1;7.2;NA;NA;7.2;11.84;NA;NA;11.84;NA;NA;NA;NA;-32.92;437.73;2.51;113.13;
Be39;Belostoma;NicksPond;07/07/2015;1;7.3;NA;NA;7.3;9.28;NA;NA;9.28;NA;NA;NA;NA;-30.96;790.33;7.62;201.42;
Be19;Belostoma;NicksPond;7/30/2015;1;7.5;NA;NA;7.5;12.4;NA;NA;12.4;NA;NA;NA;NA;-31.14;476.49;2.39;124.44;
Be35;Belostoma;NicksPond;07/07/2015;1;7.6;NA;NA;7.6;11.28;NA;NA;11.28;NA;NA;NA;NA;-29.67;588.15;3.1;144.16;
1B_27;Belostoma;DC108_1;09/09/2015;1;7.9;NA;NA;7.9;11.188;NA;NA;11.188;NA;NA;NA;NA;-33.23;788.77;2.24;207.61;
B29;Belostoma;DC108_1;9/16/2015;1;7.9;NA;NA;7.9;13.359;NA;NA;13.359;NA;NA;NA;NA;-31.61;609.13;2.59;150.55;
B38;Belostoma;DC108_1;9/16/2015;1;7.9;NA;NA;7.9;13.506;NA;NA;13.506;NA;NA;NA;NA;-36.31;400.52;1.47;89.67;
1B_21;Belostoma;DC108_1;09/09/2015;1;8;NA;NA;8;12.768;NA;NA;12.768;NA;NA;NA;NA;-33.93;571.39;1.54;148.25;
Be92;Belostoma;NicksPond;7/14/2015;1;8;NA;NA;8;12.86;NA;NA;12.86;NA;NA;NA;NA;-29.85;394.94;3.3;104.25;
Be18;Belostoma;NicksPond;7/30/2015;1;8.1;NA;NA;8.1;10.99;NA;NA;10.99;NA;NA;NA;NA;-30.82;303.08;1.94;73.01;
B32;Belostoma;DC108_1;9/16/2015;1;8.1;NA;NA;8.1;13.443;NA;NA;13.443;NA;NA;NA;NA;-33.34;831.65;2.03;199.68;
1B_10;Belostoma;DC108_1;09/09/2015;1;8.5;NA;NA;8.5;12.172;NA;NA;12.172;NA;NA;NA;NA;-34.57;498.44;2.55;130.94;
Be16;Belostoma;NicksPond;7/30/2015;1;8.8;NA;NA;8.8;12.19;NA;NA;12.19;NA;NA;NA;NA;-32.72;437.73;2.47;106.57;
1B_28;Belostoma;DC108_1;09/09/2015;1;8.9;NA;NA;8.9;11.553;NA;NA;11.553;NA;NA;NA;NA;-33.02;547.73;2.74;136.72;
B3;Belostoma;DC108_1;9/16/2015;1;10.6;NA;NA;10.6;10.495;NA;NA;10.495;NA;NA;NA;NA;-35.43;251.12;1.26;60.57;
B7;Belostoma;DC108_1;9/16/2015;1;10.7;NA;NA;10.7;15.224;NA;NA;15.224;NA;NA;NA;NA;-33.87;305.58;2.22;83.47;
B37;Belostoma;DC108_1;9/16/2015;1;10.9;NA;NA;10.9;14.2;NA;NA;14.2;NA;NA;NA;NA;-34.61;881.32;1.68;200.81;
B14;Belostoma;DC108_1;9/16/2015;1;11.2;NA;NA;11.2;11.603;NA;NA;11.603;NA;NA;NA;NA;-32.8;424.91;1.79;98.42;
Be20;Belostoma;NicksPond;7/30/2015;1;11.2;NA;NA;11.2;12.88;NA;NA;12.88;NA;NA;NA;NA;-32.92;575.09;2.37;146.48;
B30;Belostoma;DC108_1;9/16/2015;1;11.8;NA;NA;11.8;14.869;NA;NA;14.869;NA;NA;NA;NA;-35.37;402.63;1.96;101.92;
1B_26;Belostoma;DC108_1;09/09/2015;1;12.1;NA;NA;12.1;12.275;NA;NA;12.275;NA;NA;NA;NA;-31.45;628.58;3.4;158.59;
Be33;Belostoma;NicksPond;07/07/2015;1;12.6;NA;NA;12.6;11.75;NA;NA;11.75;NA;NA;NA;NA;-23.39;361.65;3.92;93.31;
Be96;Belostoma;NicksPond;7/14/2015;1;12.7;NA;NA;12.7;12.67;NA;NA;12.67;NA;NA;NA;NA;-29.5;795.54;3.12;197.64;
Be36;Belostoma;NicksPond;07/07/2015;1;12.8;NA;NA;12.8;10.86;NA;NA;10.86;NA;NA;NA;NA;-30.24;306.27;2.8;75.02;
Be91;Belostoma;NicksPond;7/14/2015;1;13.1;NA;NA;13.1;16.83;NA;NA;16.83;NA;NA;NA;NA;-29.74;436.32;2.87;119.14;
1B_25;Belostoma;DC108_1;09/09/2015;1;13.2;NA;NA;13.2;11.066;NA;NA;11.066;NA;NA;NA;NA;-34.57;723.11;2.2;183.75;
B31;Belostoma;DC108_1;9/16/2015;1;13.5;NA;NA;13.5;15.022;NA;NA;15.022;NA;NA;NA;NA;-34.32;471.74;2.67;110.07;
Be32;Belostoma;NicksPond;07/07/2015;1;13.6;NA;NA;13.6;11.06;NA;NA;11.06;NA;NA;NA;NA;-25.03;339.25;2.96;80.11;
Be21;Belostoma;NicksPond;7/30/2015;1;14.1;NA;NA;14.1;12.18;NA;NA;12.18;NA;NA;NA;NA;-31.13;463.56;2.95;123.27;
1B_15;Belostoma;DC108_1;09/09/2015;1;14.1;NA;NA;14.1;12.197;NA;NA;12.197;NA;NA;NA;NA;-34.3;390.98;2.16;99.47;
Be94;Belostoma;NicksPond;7/14/2015;1;14.3;NA;NA;14.3;12.55;NA;NA;12.55;NA;NA;NA;NA;-30.86;639.29;3.31;158.49;
1B_19;Belostoma;DC108_1;09/09/2015;1;14.4;NA;NA;14.4;12.245;NA;NA;12.245;NA;NA;NA;NA;-34.13;538.07;2.6;139.03;
Be12;Belostoma;NicksPond;7/30/2015;1;15;NA;NA;15;16.81;NA;NA;16.81;NA;NA;NA;NA;-30.42;477.57;2.68;130.25;
B16;Belostoma;DC108_1;9/16/2015;1;16;NA;NA;16;16.551;NA;NA;16.551;NA;NA;NA;NA;-33.53;540.22;2.32;140.18;
B17;Belostoma;DC108_1;9/16/2015;1;16.6;NA;NA;16.6;16.537;NA;NA;16.537;NA;NA;NA;NA;-34.11;516.63;2.18;132.1;
Be14;Belostoma;NicksPond;7/30/2015;1;16.7;NA;NA;16.7;16.84;NA;NA;16.84;NA;NA;NA;NA;-30.63;531.65;4.13;144.16;
Be15;Belostoma;NicksPond;7/30/2015;1;16.8;NA;NA;16.8;13.2;NA;NA;13.2;NA;NA;NA;NA;-30.27;603.41;3.09;155.71;
B4;Belostoma;DC108_1;9/16/2015;1;16.9;NA;NA;16.9;15.837;NA;NA;15.837;NA;NA;NA;NA;-34.64;370.89;1.53;95.27;
Be22;Belostoma;NicksPond;7/30/2015;1;17.4;NA;NA;17.4;12.36;NA;NA;12.36;NA;NA;NA;NA;-29.21;474.34;2.55;120.94;
B1;Belostoma;DC108_1;9/16/2015;1;17.8;NA;NA;17.8;16.921;NA;NA;16.921;NA;NA;NA;NA;-33.88;598.33;2.01;147.09;
1B_7;Belostoma;DC108_1;09/09/2015;1;18.2;NA;NA;18.2;16.039;NA;NA;16.039;NA;NA;NA;NA;-32.96;742.77;2.22;196.27;
Be90;Belostoma;NicksPond;7/14/2015;1;19.5;NA;NA;19.5;16.39;NA;NA;16.39;NA;NA;NA;NA;-30.99;489.62;2.76;123.64;
Be13;Belostoma;NicksPond;7/30/2015;1;19.8;NA;NA;19.8;15.92;NA;NA;15.92;NA;NA;NA;NA;-28.84;419.46;4.27;104.23;
B5;Belostoma;DC108_1;9/16/2015;1;21.1;NA;NA;21.1;16.998;NA;NA;16.998;NA;NA;NA;NA;-32.62;415.36;2.76;106.93;
B6;Belostoma;DC108_1;9/16/2015;1;21.4;NA;NA;21.4;16.211;NA;NA;16.211;NA;NA;NA;NA;-34.47;563.86;2.43;130.94;
3B_1;Belostoma;DC108_1;07/01/2015;1;22.5;NA;NA;22.5;18.645;NA;NA;18.645;NA;NA;NA;NA;-30.58;649.86;2.54;168.59;
1B_12;Belostoma;DC108_1;09/09/2015;1;23.9;NA;NA;23.9;16.915;NA;NA;16.915;NA;NA;NA;NA;-34.37;554.18;2.28;137.87;
B10;Belostoma;DC108_1;9/16/2015;1;24.7;NA;NA;24.7;15.995;NA;NA;15.995;NA;NA;NA;NA;-33.46;575.69;2.05;143.64;
Be11;Belostoma;NicksPond;7/30/2015;1;25.5;NA;NA;25.5;16.62;NA;NA;16.62;NA;NA;NA;NA;-31.85;593.6;3.14;146.48;
1B_20;Belostoma;DC108_1;09/09/2015;1;26.6;NA;NA;26.6;15.578;NA;NA;15.578;NA;NA;NA;NA;-33.17;821.74;2.41;198.54;
B9;Belostoma;DC108_1;9/16/2015;1;26.6;NA;NA;26.6;16.032;NA;NA;16.032;NA;NA;NA;NA;-35.16;763.55;2.33;198.54;
1B_11;Belostoma;DC108_1;09/09/2015;1;27;NA;NA;27;16.075;NA;NA;16.075;NA;NA;NA;NA;-32.16;828.34;3.05;200.81;
2B_7;Belostoma;DC108_1;09/09/2015;1;27.1;NA;NA;27.1;23.207;NA;NA;23.207;NA;NA;NA;NA;-33.95;504.6;3.01;134.9;
2B_8;Belostoma;DC108_1;09/09/2015;1;27.9;NA;NA;27.9;16.492;NA;NA;16.492;NA;NA;NA;NA;-34.65;361.11;1.96;88.31;
B12;Belostoma;DC108_1;9/16/2015;1;28.3;NA;NA;28.3;16.044;NA;NA;16.044;NA;NA;NA;NA;-34.3;681.72;1.76;170.05;
B13;Belostoma;DC108_1;9/16/2015;1;28.9;NA;NA;28.9;17.416;NA;NA;17.416;NA;NA;NA;NA;-35.41;895.71;2.26;223.43;
Be10;Belostoma;NicksPond;7/30/2015;1;29.2;NA;NA;29.2;18.06;NA;NA;18.06;NA;NA;NA;NA;-28.77;422.68;3.35;111.14;
1B_13;Belostoma;DC108_1;09/09/2015;1;29.3;NA;NA;29.3;14.643;NA;NA;14.643;NA;NA;NA;NA;-33.92;392.04;2.67;97.96;
B8;Belostoma;DC108_1;9/16/2015;1;30.4;NA;NA;30.4;17.882;NA;NA;17.882;NA;NA;NA;NA;-31.95;798.65;1.46;182.61;
B25;Belostoma;DC108_1;9/16/2015;1;30.4;NA;NA;30.4;22.955;NA;NA;22.955;NA;NA;NA;NA;-34.36;742.77;2.45;204.21;
2B_5;Belostoma;DC108_1;09/09/2015;1;33.3;NA;NA;33.3;22.978;NA;NA;22.978;NA;NA;NA;NA;-33.49;749.41;2.64;197.64;
Be31;Belostoma;NicksPond;07/07/2015;1;33.3;NA;NA;33.3;23.24;NA;NA;23.24;NA;NA;NA;NA;-30.49;435.58;3.37;104.58;
2B_10;Belostoma;DC108_1;09/09/2015;1;33.8;NA;NA;33.8;23.901;NA;NA;23.901;NA;NA;NA;NA;-33.31;752.7;3.27;199.87;
2B_1;Belostoma;DC108_1;09/09/2015;1;34.4;NA;NA;34.4;23.949;NA;NA;23.949;NA;NA;NA;NA;-33.9;627.37;3.08;165.21;
2B_11;Belostoma;DC108_1;09/09/2015;1;34.6;NA;NA;34.6;23.037;NA;NA;23.037;NA;NA;NA;NA;-33.54;559.34;3.25;148.39;
Be98;Belostoma;NicksPond;7/14/2015;1;34.8;NA;NA;34.8;21.76;NA;NA;21.76;NA;NA;NA;NA;-29.32;651.23;3.65;179.77;
B15;Belostoma;DC108_1;9/16/2015;1;35.4;NA;NA;35.4;17.29;NA;NA;17.29;NA;NA;NA;NA;-33.71;460.01;2.94;121.68;
B2;Belostoma;DC108_1;9/16/2015;1;35.6;NA;NA;35.6;17.13;NA;NA;17.13;NA;NA;NA;NA;-33.25;775.61;2.72;203.08;
Be97;Belostoma;NicksPond;7/14/2015;1;38.1;NA;NA;38.1;24.97;NA;NA;24.97;NA;NA;NA;NA;-29.43;536.77;3.67;148.39;
B26;Belostoma;DC108_1;9/16/2015;1;41.6;NA;NA;41.6;21.855;NA;NA;21.855;NA;NA;NA;NA;-32.72;706.76;3.1;180.33;
B11;Belostoma;DC108_1;9/16/2015;1;42.7;NA;NA;42.7;18.016;NA;NA;18.016;NA;NA;NA;NA;-34.38;826.14;2.57;211.01;
