ID;Species;Location;Date.Collected;NoIndiv;Dry.Mass.mg;Dry.Mass.mg.Average;Dry.Mass.mg.Range.;DryMass;Body.Length.mm;Body.Length.mm.Average;Body.Length.mm.Range;BodyL;Head.Width.mm;Head.Width.mm.Average;Head.Width.mm.Range;HeadW;d13C;C Amount (ug);d15N;N.Amount.ug;Issues
Pa41;Pachydiplax;NicksPond;07/07/2015;1;2.2;NA;NA;2.2;NA;NA;NA;NA;2.43;NA;NA;2.43;-30.26;565.77;3.27;145.17;
Pa33- Pa36;Pachydiplax;NicksPond;07/07/2015;2;2.2,2.2;2.2;0;2.2;NA;NA;NA;NA;2.72,2.76;2.74;0.04;2.74;-31.69;539.64;3.23;133.46;
Pa48- Pa53;Pachydiplax;NicksPond;07/07/2015;2;2.5,2.6;2.55;0.1;2.55;NA;NA;NA;NA;2.74,2.77;2.755;0.03;2.755;-30.9;445.31;3.5;111.66;
Pa42;Pachydiplax;NicksPond;07/07/2015;1;2.6;NA;NA;2.6;NA;NA;NA;NA;2.57;NA;NA;2.57;-31.04;481.02;3.83;122.87;
Tr63- Tr64;Pachydiplax;NicksPond;07/07/2015;2;2.5,2.8;2.65;0.3;2.65;NA;NA;NA;NA;3.01,3.23;3.12;0.22;3.12;-30.58;642.18;3.4;154.21;
Pa37-Pa 42;Pachydiplax;NicksPond;07/07/2015;2;2.7,2.6;2.65;0.1;2.65;NA;NA;NA;NA;2.65,2.57;2.61;0.08;2.61;-31.08;598.49;3.62;145.17;
Tr54- Tr65- Tr66;Pachydiplax;NicksPond;07/07/2015;3;3,3,3.3;3.1;0.3;3.1;NA;NA;NA;NA;2.99,3.17,3.1;3.086.666.667;0.18;3.086.666.667;-30.29;821.74;3.46;206.87;
Tr59- Tr62;Pachydiplax;NicksPond;07/07/2015;1;3.7,3.7;3.7;0;3.7;NA;NA;NA;NA;3.85,3.1;3.475;0.75;3.475;-30.38;732.8;3.34;187.5;
Tr73-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;4;NA;NA;4;NA;NA;NA;NA;4.09;NA;NA;4.09;-30.32;572.67;3.81;151.9;
Tr58-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;4.3;NA;NA;4.3;NA;NA;NA;NA;3.76;NA;NA;3.76;-31.63;345.71;3.44;86;
Tr60-1F;Pachydiplax;NicksPond;07/07/2015;1;4.7;NA;NA;4.7;NA;NA;NA;NA;3.93;NA;NA;3.93;-31.51;501.31;3.88;127.58;
Tr55-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;4.8;NA;NA;4.8;NA;NA;NA;NA;3.89;NA;NA;3.89;-32.02;467.91;3.84;115.25;
Tr70-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;5;NA;NA;5;NA;NA;NA;NA;3.88;NA;NA;3.88;-31.03;468.99;3.04;114.2;
Tr56-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;5.9;NA;NA;5.9;NA;NA;NA;NA;3.93;NA;NA;3.93;-31.67;536.95;3.18;128.74;
Pa77;Pachydiplax;NicksPond;07/07/2015;1;6;NA;NA;6;NA;NA;NA;NA;4.96;NA;NA;4.96;-30.81;749.23;3.49;193.21;
Tr68-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;6.3;NA;NA;6.3;NA;NA;NA;NA;3.63;NA;NA;3.63;-29.61;787.64;2.97;185.21;
Pa78;Pachydiplax;NicksPond;07/07/2015;1;6.6;NA;NA;6.6;NA;NA;NA;NA;4.75;NA;NA;4.75;-31.37;604.13;3.33;154.21;
Tr67-1F;Pachydiplax;NicksPond;07/07/2015;1;7;NA;NA;7;NA;NA;NA;NA;3.8;NA;NA;3.8;-30.34;670.51;3.52;161.12;
Tr69-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;7.4;NA;NA;7.4;NA;NA;NA;NA;3.76;NA;NA;3.76;-29.41;456.08;3.63;108.48;
Pa76;Pachydiplax;NicksPond;07/07/2015;1;7.9;NA;NA;7.9;NA;NA;NA;NA;3.62;NA;NA;3.62;-31.28;549.93;3.58;138.02;
Tr61-1F;Pachydiplax;NicksPond;07/07/2015;1;7.9;NA;NA;7.9;NA;NA;NA;NA;3.78;NA;NA;3.78;-30.16;838.26;3.62;201.19;
Pa80;Pachydiplax;NicksPond;07/07/2015;1;8.3;NA;NA;8.3;NA;NA;NA;NA;4.95;NA;NA;4.95;-29.58;555.34;3.84;142.65;
Tr75-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;8.4;NA;NA;8.4;NA;NA;NA;NA;3.97;NA;NA;3.97;-29.24;585.68;3.3;144.97;
Tr71-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;8.8;NA;NA;8.8;NA;NA;NA;NA;3.91;NA;NA;3.91;-29.32;783.25;4.05;195.49;
Tr72-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;9.2;NA;NA;9.2;NA;NA;NA;NA;3.92;NA;NA;3.92;-30.04;533.71;3.23;125.26;
Pa93;Pachydiplax;NicksPond;07/07/2015;1;9.5;NA;NA;9.5;NA;NA;NA;NA;5.21;NA;NA;5.21;-30.82;375.63;3.08;90.93;
Pa82;Pachydiplax;NicksPond;07/07/2015;1;9.7;NA;NA;9.7;NA;NA;NA;NA;4.87;NA;NA;4.87;-30.74;875.78;3.3;210.28;
Pa83;Pachydiplax;NicksPond;07/07/2015;1;9.7;NA;NA;9.7;NA;NA;NA;NA;5.02;NA;NA;5.02;-29.38;651.98;3.37;156.51;
Pa98;Pachydiplax;NicksPond;07/07/2015;1;10;NA;NA;10;NA;NA;NA;NA;5.28;NA;NA;5.28;-29.69;326.51;3.56;80.95;
Tr74-1F-1F b;Pachydiplax;NicksPond;07/07/2015;1;10.2;NA;NA;10.2;NA;NA;NA;NA;4.94;NA;NA;4.94;-30.31;902.32;3.88;223.88;
Pa89;Pachydiplax;NicksPond;07/07/2015;1;10.8;NA;NA;10.8;NA;NA;NA;NA;5.21;NA;NA;5.21;-26.68;530.46;3.15;131.07;
Pa88;Pachydiplax;NicksPond;07/07/2015;1;14.3;NA;NA;14.3;NA;NA;NA;NA;4.93;NA;NA;4.93;-30.57;807.43;2.91;193.21;
Pa97;Pachydiplax;NicksPond;07/07/2015;1;15.9;NA;NA;15.9;NA;NA;NA;NA;4.79;NA;NA;4.79;-31.18;822.84;2.77;186.36;
Pa92;Pachydiplax;NicksPond;07/07/2015;1;16.4;NA;NA;16.4;NA;NA;NA;NA;5.18;NA;NA;5.18;-30.19;653.07;3.82;143.81;
Pa95;Pachydiplax;NicksPond;07/07/2015;1;17.3;NA;NA;17.3;NA;NA;NA;NA;5.01;NA;NA;5.01;-30.44;591.1;3.76;128.74;
Pa86;Pachydiplax;NicksPond;07/07/2015;1;17.8;NA;NA;17.8;NA;NA;NA;NA;5.06;NA;NA;5.06;-29.7;789.84;2.63;177.2;
Pa91;Pachydiplax;NicksPond;07/07/2015;1;18.2;NA;NA;18.2;NA;NA;NA;NA;5.25;NA;NA;5.25;-30.2;548.85;3.74;119.44;
Pa90;Pachydiplax;NicksPond;07/07/2015;1;18.4;NA;NA;18.4;NA;NA;NA;NA;4.74;NA;NA;4.74;-31.1;785.44;3.29;182.93;
Pa79;Pachydiplax;NicksPond;07/07/2015;1;20.5;NA;NA;20.5;NA;NA;NA;NA;4.81;NA;NA;4.81;-31.63;951.09;3.38;204.6;
Pa96;Pachydiplax;NicksPond;07/07/2015;1;20.6;NA;NA;20.6;NA;NA;NA;NA;5.21;NA;NA;5.21;-24.85;656.34;3.19;144.97;
Pa84;Pachydiplax;NicksPond;07/07/2015;1;21;NA;NA;21;NA;NA;NA;NA;5.1;NA;NA;5.1;-30.31;979.98;2.89;228.41;
Pa85;Pachydiplax;NicksPond;07/07/2015;1;22.7;NA;NA;22.7;NA;NA;NA;NA;5.17;NA;NA;5.17;-31.85;650.89;3.52;146.12;
Pa81;Pachydiplax;NicksPond;07/07/2015;1;22.8;NA;NA;22.8;NA;NA;NA;NA;5.21;NA;NA;5.21;-31.3;904.54;3.38;188.64;
Pa87;Pachydiplax;NicksPond;07/07/2015;1;24.3;NA;NA;24.3;NA;NA;NA;NA;5.22;NA;NA;5.22;-29.1;881.31;3.87;192.07;
Pa94;Pachydiplax;NicksPond;07/07/2015;1;25.9;NA;NA;25.9;NA;NA;NA;NA;5.27;NA;NA;5.27;-32;841.57;3.42;176.05;
Ps5;Physid.Snail;NicksPond;07/07/2015;1;0.9;NA;NA;0.9;3.5;NA;NA;3.5;NA;NA;NA;NA;-16.94;230.08;2.03;23.69;
Ps1;Physid.Snail;NicksPond;07/07/2015;1;6.8;NA;NA;6.8;7.66;NA;NA;7.66;NA;NA;NA;NA;-24.7;312.69;1.58;64.86;
Ps2;Physid.Snail;NicksPond;07/07/2015;1;10.9;NA;NA;10.9;8.16;NA;NA;8.16;NA;NA;NA;NA;-24.55;309.54;1.82;62.02;
TB40;Physid.Snail;Huntsville;09/01/2013;1;12.82;NA;NA;12.82;7.44;NA;NA;7.44;NA;NA;NA;NA;-22.93;254.86;1.74;37.82;
Ps3;Physid.Snail;NicksPond;07/07/2015;1;13.5;NA;NA;13.5;7.78;NA;NA;7.78;NA;NA;NA;NA;-18.58;324.24;4.35;26.88;
Pl1- Pl2- Pl4;Plathemis;Huntsville;08/10/2010;3;0.4,0.3,0.5;0.4;0.2;0.4;NA;NA;NA;NA;1.11,1.23,1.36;1.233.333.333;0.25;1.233.333.333;-24.73;747.01;2.15;199.75;
Pl5- Pl6;Plathemis;Huntsville;08/10/2010;2;0.9,0.2;0.55;0.7;0.55;NA;NA;NA;NA;1.11,1.19;1.15;0.08;1.15;-24.4;614.36;2.07;157.31;
Pl30- Pl31- Pl32;Plathemis;Huntsville;08/10/2010;3;0.4,0.6,0.7;0.566666667;0.3;0.566666667;NA;NA;NA;NA;1.09,1.17,1.23;1.163.333.333;0.14;1.163.333.333;-24.79;1009;2.51;267.36;
Pl16- Pl17;Plathemis;Huntsville;08/10/2010;2;0.6,0.6;0.6;0;0.6;NA;NA;NA;NA;1.14,1.08;1.11;0.06;1.11;-24.14;545.08;2.33;141.66;
Pl39- Pl40;Plathemis;Huntsville;08/10/2010;2;0.6,0.8;0.7;0.2;0.7;NA;NA;NA;NA;1.34,1.23;1.285;0.11;1.285;-23.56;667.44;2.45;171.92;
Pl10- Pl11;Plathemis;Huntsville;08/10/2010;2;0.7,0.8;0.75;0.1;0.75;NA;NA;NA;NA;0.87,1.5;1.185;0.63;1.185;-23.88;705.23;2.61;185.7;
Pl23- Pl26;Plathemis;Huntsville;08/10/2010;2;0.8,0.7;0.75;0.1;0.75;NA;NA;NA;NA;1.25,1.53;1.39;0.28;1.39;-24;645.52;2.3;171.92;
Pl45;Plathemis;Huntsville;08/10/2010;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.12;NA;NA;1.12;-24.25;287.85;2.38;74.71;
Pl36;Plathemis;Huntsville;08/10/2010;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.24;NA;NA;1.24;-24.83;472.36;2.47;126.41;
Pl12- Pl13;Plathemis;Huntsville;08/10/2010;2;0.7,0.9;0.8;0.2;0.8;NA;NA;NA;NA;1.29,1.49;1.39;0.2;1.39;-24.38;804.06;2.45;205.27;
Pl34- Pl35;Plathemis;Huntsville;08/10/2010;2;0.9,0.8;0.85;0.1;0.85;NA;NA;NA;NA;1.14,1.19;1.165;0.05;1.165;-24.54;409.68;2.34;103.96;
Pl22;Plathemis;Huntsville;08/10/2010;1;1;NA;NA;1;NA;NA;NA;NA;1.15;NA;NA;1.15;-24.6;722.38;1.74;189.22;
Pl42;Plathemis;Huntsville;08/10/2010;1;1;NA;NA;1;NA;NA;NA;NA;1.33;NA;NA;1.33;-25.68;316.17;2.03;80.02;
Pl44;Plathemis;Huntsville;08/10/2010;1;1;NA;NA;1;NA;NA;NA;NA;1.38;NA;NA;1.38;-24.62;411.89;2.48;107;
Pl28;Plathemis;Huntsville;08/10/2010;1;1.1;NA;NA;1.1;NA;NA;NA;NA;1.61;NA;NA;1.61;-24.6;348.35;1.95;94.57;
Pl9;Plathemis;Huntsville;08/10/2010;1;1.2;NA;NA;1.2;NA;NA;NA;NA;1.21;NA;NA;1.21;-25.99;460.18;1.95;123.73;
Pl33;Plathemis;Huntsville;08/10/2010;1;1.2;NA;NA;1.2;NA;NA;NA;NA;1.29;NA;NA;1.29;-23.11;469.11;2.03;121.7;
Pl27;Plathemis;Huntsville;08/10/2010;1;1.2;NA;NA;1.2;NA;NA;NA;NA;1.7;NA;NA;1.7;-23.68;443.15;2.07;117.33;
Pl15;Plathemis;Huntsville;08/10/2010;1;1.3;NA;NA;1.3;NA;NA;NA;NA;1.46;NA;NA;1.46;-24.49;327.96;1.99;87.9;
Pl29;Plathemis;Huntsville;08/10/2010;1;1.3;NA;NA;1.3;NA;NA;NA;NA;1.53;NA;NA;1.53;-23.39;419.39;2.33;110.71;
Pl19;Plathemis;Huntsville;08/10/2010;1;1.4;NA;NA;1.4;NA;NA;NA;NA;1.51;NA;NA;1.51;-23.69;529.86;2.66;139.32;
Pl24;Plathemis;Huntsville;08/10/2010;1;1.4;NA;NA;1.4;NA;NA;NA;NA;1.78;NA;NA;1.78;-24.49;769.79;2.45;209.83;
Pl25;Plathemis;Huntsville;08/10/2010;1;1.6;NA;NA;1.6;NA;NA;NA;NA;1.39;NA;NA;1.39;-22.39;789.68;2.08;197.25;
Pl8;Plathemis;Huntsville;08/10/2010;1;1.6;NA;NA;1.6;NA;NA;NA;NA;1.44;NA;NA;1.44;-24.35;420.26;2.3;112.34;
Pl43;Plathemis;Huntsville;08/10/2010;1;1.6;NA;NA;1.6;NA;NA;NA;NA;1.59;NA;NA;1.59;-25.27;569.41;1.95;147.52;
Pl7;Plathemis;Huntsville;08/10/2010;1;1.7;NA;NA;1.7;NA;NA;NA;NA;1.42;NA;NA;1.42;-25.28;814.33;2.66;214.87;
Pl18;Plathemis;Huntsville;08/10/2010;1;1.7;NA;NA;1.7;NA;NA;NA;NA;1.59;NA;NA;1.59;-24.36;539.64;2.45;140.49;
Pl21;Plathemis;Huntsville;08/10/2010;1;1.8;NA;NA;1.8;NA;NA;NA;NA;1.19;NA;NA;1.19;-23.33;666.34;2.18;178.85;
Pl20;Plathemis;Huntsville;08/10/2010;1;1.8;NA;NA;1.8;NA;NA;NA;NA;1.64;NA;NA;1.64;-24.24;697.09;3.12;190.37;
Pl14;Plathemis;Huntsville;08/10/2010;1;2;NA;NA;2;NA;NA;NA;NA;1.65;NA;NA;1.65;-25.19;708.08;1.75;180.01;
Pl37;Plathemis;Huntsville;08/10/2010;1;2;NA;NA;2;NA;NA;NA;NA;1.71;NA;NA;1.71;-24.55;839.51;2.48;222.35;
Pl3;Plathemis;Huntsville;08/10/2010;1;2.9;NA;NA;2.9;NA;NA;NA;NA;1.67;NA;NA;1.67;-24.78;339.7;2.2;86.69;
Pl41;Plathemis;Huntsville;08/10/2010;1;3.8;NA;NA;3.8;NA;NA;NA;NA;1.88;NA;NA;1.88;-23.96;291.54;2.48;72.83;
Pl38;Plathemis;Huntsville;08/10/2010;1;6.4;NA;NA;6.4;NA;NA;NA;NA;2.17;NA;NA;2.17;-20.71;396.75;2.09;97.43;
Pl51;Plathemis;Huntsville;08/10/2010;1;16.8;NA;NA;16.8;NA;NA;NA;NA;3.14;NA;NA;3.14;-23.75;412.97;2.14;106.28;
Pl48;Plathemis;Huntsville;08/10/2010;1;38.5;NA;NA;38.5;NA;NA;NA;NA;4.85;NA;NA;4.85;-25.01;425.86;1.76;103.85;
Pl55;Plathemis;Huntsville;08/10/2010;1;40;NA;NA;40;NA;NA;NA;NA;4.55;NA;NA;4.55;-22.52;638.95;2.77;146.32;
Pl52;Plathemis;Huntsville;08/10/2010;1;45.8;NA;NA;45.8;NA;NA;NA;NA;4.78;NA;NA;4.78;-25.11;689.12;1.89;165.35;
Pl49;Plathemis;Huntsville;08/10/2010;1;49.6;NA;NA;49.6;NA;NA;NA;NA;4.59;NA;NA;4.59;-24.46;940.04;1.79;215.8;
Pl50;Plathemis;Huntsville;08/10/2010;1;57.5;NA;NA;57.5;NA;NA;NA;NA;4.34;NA;NA;4.34;-25.16;629.16;1.85;139.15;
Pl54;Plathemis;Huntsville;08/10/2010;1;67.6;NA;NA;67.6;NA;NA;NA;NA;4.35;NA;NA;4.35;-28.35;588.94;1.2;136.76;
Pl46;Plathemis;Huntsville;08/10/2010;1;71.1;NA;NA;71.1;NA;NA;NA;NA;4.21;NA;NA;4.21;-28.41;780.02;1.19;187.77;
Pl53;Plathemis;Huntsville;08/10/2010;1;74.5;NA;NA;74.5;NA;NA;NA;NA;5.02;NA;NA;5.02;-28.06;817.41;0.99;194.8;
Pl47;Plathemis;Huntsville;08/10/2010;1;89.5;NA;NA;89.5;NA;NA;NA;NA;4.73;NA;NA;4.73;-28.78;1022.29;1.46;222.76;
R44;Rana.sphenocephala;DC108_1;06/10/2015;1;7.3;NA;NA;7.3;8.004;NA;NA;8.004;NA;NA;NA;NA;-33.67;368.72;1.83;91.77;
R40;Rana.sphenocephala;DC108_1;06/10/2015;1;8.3;NA;NA;8.3;8.577;NA;NA;8.577;NA;NA;NA;NA;-33.58;150.01;1.51;35.78;
R42;Rana.sphenocephala;DC108_1;06/10/2015;1;8.7;NA;NA;8.7;8.432;NA;NA;8.432;NA;NA;NA;NA;-33.88;288.33;1.84;55.81;
R41;Rana.sphenocephala;DC108_1;06/10/2015;1;9.8;NA;NA;9.8;7.959;NA;NA;7.959;NA;NA;NA;NA;-34.63;198.02;1.83;49.74;
R56-1;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;11.2;NA;11.2;NA;NA;NA;NA;NA;NA;NA;NA;-30.53;364.48;2.49;99.88;
R56-2;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;11.2;NA;11.2;NA;NA;NA;NA;NA;NA;NA;NA;-30.97;659.85;2.64;201.37;
R56-3;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;11.2;NA;11.2;NA;NA;NA;NA;NA;NA;NA;NA;-29.19;415.52;2.12;126.53;
R56-4;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;11.2;NA;11.2;NA;NA;NA;NA;NA;NA;NA;NA;-29.31;529;2.11;160.13;
R56-5;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;11.2;NA;11.2;NA;NA;NA;NA;NA;NA;NA;NA;-28.76;321.06;2.75;95.06;
R56-6;Rana.sphenocephala;DC108_1;06/10/2015;3;NA;11.2;NA;11.2;NA;NA;NA;NA;NA;NA;NA;NA;-29.23;568.86;1.32;169.34;
R38;Rana.sphenocephala;DC108_1;06/10/2015;1;13.2;NA;NA;13.2;10.076;NA;NA;10.076;NA;NA;NA;NA;-33.99;613.19;1.69;179.67;
R43;Rana.sphenocephala;DC108_1;06/10/2015;1;13.6;NA;NA;13.6;10.232;NA;NA;10.232;NA;NA;NA;NA;-34.54;936.81;1.9;271.17;
R37;Rana.sphenocephala;DC108_1;06/10/2015;1;13.7;NA;NA;13.7;9.385;NA;NA;9.385;NA;NA;NA;NA;-31.59;530.08;1.73;152.05;
R51-1;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;13.9;NA;13.9;NA;NA;NA;NA;NA;NA;NA;NA;-28.75;461.42;1.96;138.16;
R51-2;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;13.9;NA;13.9;NA;NA;NA;NA;NA;NA;NA;NA;-29.33;596.95;2.25;180.82;
R51-3;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;13.9;NA;13.9;NA;NA;NA;NA;NA;NA;NA;NA;-28.07;278.85;2.83;79.04;
R51-4;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;13.9;NA;13.9;NA;NA;NA;NA;NA;NA;NA;NA;-29.06;324.23;2.7;87.76;
R51-5;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;13.9;NA;13.9;NA;NA;NA;NA;NA;NA;NA;NA;-29.24;648.98;2.4;193.39;
R51-6;Rana.sphenocephala;DC108_1;06/10/2015;4;NA;13.9;NA;13.9;NA;NA;NA;NA;NA;NA;NA;NA;-31.98;106.34;2.22;28.24;
R45;Rana.sphenocephala;DC108_1;06/10/2015;1;14.2;NA;NA;14.2;8.429;NA;NA;8.429;NA;NA;NA;NA;-33.85;599.12;1.98;160.13;
R35;Rana.sphenocephala;DC108_1;06/10/2015;1;14.2;NA;NA;14.2;8.703;NA;NA;8.703;NA;NA;NA;NA;-35.72;401.67;2.13;109.84;
R24;Rana.sphenocephala;DC108_1;06/10/2015;1;14.8;NA;NA;14.8;8.996;NA;NA;8.996;NA;NA;NA;NA;-34.31;226.3;1.71;58.07;
R36;Rana.sphenocephala;DC108_1;06/10/2015;1;15.2;NA;NA;15.2;10.045;NA;NA;10.045;NA;NA;NA;NA;-33.72;717.6;1.67;205.92;
R18;Rana.sphenocephala;DC108_1;06/10/2015;1;15.4;NA;NA;15.4;11.449;NA;NA;11.449;NA;NA;NA;NA;-34.16;589.38;2.14;163.59;
R29;Rana.sphenocephala;DC108_1;06/10/2015;1;15.5;NA;NA;15.5;10.452;NA;NA;10.452;NA;NA;NA;NA;-32.22;379.34;1.9;102.46;
R39;Rana.sphenocephala;DC108_1;06/10/2015;1;15.6;NA;NA;15.6;9.126;NA;NA;9.126;NA;NA;NA;NA;-34.27;904.63;1.91;263.36;
R34;Rana.sphenocephala;DC108_1;06/10/2015;1;16.3;NA;NA;16.3;10.317;NA;NA;10.317;NA;NA;NA;NA;-32.61;830.59;1.5;247.7;
R28;Rana.sphenocephala;DC108_1;06/10/2015;1;16.4;NA;NA;16.4;9.341;NA;NA;9.341;NA;NA;NA;NA;-34.35;574.26;2.38;157.83;
R55;Rana.sphenocephala;DC108_1;06/10/2015;9;NA;16.5;NA;16.5;NA;NA;NA;NA;NA;NA;NA;NA;-30.27;793.18;2.04;227.44;
R27;Rana.sphenocephala;DC108_1;06/10/2015;1;17.6;NA;NA;17.6;11.234;NA;NA;11.234;NA;NA;NA;NA;-35.03;838.31;2.23;237.59;
R23;Rana.sphenocephala;DC108_1;06/10/2015;1;18.9;NA;NA;18.9;10.375;NA;NA;10.375;NA;NA;NA;NA;-34.9;979.1;2.9;293.35;
R30;Rana.sphenocephala;DC108_1;06/10/2015;1;19.3;NA;NA;19.3;10.422;NA;NA;10.422;NA;NA;NA;NA;-33.57;847.13;1.42;237.59;
R21;Rana.sphenocephala;DC108_1;06/10/2015;1;19.3;NA;NA;19.3;10.474;NA;NA;10.474;NA;NA;NA;NA;-29.4;980.21;2.09;293.35;
R53-1;Rana.sphenocephala;DC108_1;06/10/2015;2;NA;21.3;NA;21.3;NA;NA;NA;NA;NA;NA;NA;NA;-29.74;249.39;1.78;73.13;
R53-2;Rana.sphenocephala;DC108_1;06/10/2015;2;NA;21.3;NA;21.3;NA;NA;NA;NA;NA;NA;NA;NA;-30.88;309.43;2.2;90.59;
R53-3;Rana.sphenocephala;DC108_1;06/10/2015;2;NA;21.3;NA;21.3;NA;NA;NA;NA;NA;NA;NA;NA;-31.19;258.85;2.37;68.04;
R53-4;Rana.sphenocephala;DC108_1;06/10/2015;2;NA;21.3;NA;21.3;NA;NA;NA;NA;NA;NA;NA;NA;-31.54;167.73;2.02;42.35;
R33;Rana.sphenocephala;DC108_1;06/10/2015;1;22.3;NA;NA;22.3;11.056;NA;NA;11.056;NA;NA;NA;NA;-29.78;726.34;2.48;217.27;
R52-1;Rana.sphenocephala;DC108_1;06/10/2015;2;NA;22.7;NA;22.7;NA;NA;NA;NA;NA;NA;NA;NA;-34.68;167.73;1.57;42.47;
R52-2;Rana.sphenocephala;DC108_1;06/10/2015;2;NA;22.7;NA;22.7;NA;NA;NA;NA;NA;NA;NA;NA;-33.02;225.25;2.26;58.67;
R52-3;Rana.sphenocephala;DC108_1;06/10/2015;3;NA;22.7;NA;22.7;NA;NA;NA;NA;NA;NA;NA;NA;-29.66;539.76;1.99;158.98;
R50;Rana.sphenocephala;DC108_1;06/10/2015;5;NA;23.2;NA;23.2;4.833,5.134,4.416,4.496,4.660;47.078;0.718;47.078;NA;NA;NA;NA;-29.69;1048.39;1.98;303.28;
R32;Rana.sphenocephala;DC108_1;06/10/2015;1;23.3;NA;NA;23.3;11.07;NA;NA;11.07;NA;NA;NA;NA;-29.04;490.34;2.48;143.95;
R31;Rana.sphenocephala;DC108_1;06/10/2015;1;23.7;NA;NA;23.7;10.926;NA;NA;10.926;NA;NA;NA;NA;-32.83;896.88;1.78;247.7;
R20;Rana.sphenocephala;DC108_1;06/10/2015;1;24.1;NA;NA;24.1;10.537;NA;NA;10.537;NA;NA;NA;NA;-35.49;458.22;2.76;116.85;
R19;Rana.sphenocephala;DC108_1;06/10/2015;1;28.8;NA;NA;28.8;11.879;NA;NA;11.879;NA;NA;NA;NA;-36.01;721.97;2.51;212.73;
R22;Rana.sphenocephala;DC108_1;06/10/2015;1;29;NA;NA;29;12.464;NA;NA;12.464;NA;NA;NA;NA;-33.38;736.18;1.65;193.39;
R49;Rana.sphenocephala;DC108_1;06/10/2015;5;NA;32.2;NA;32.2;5.134,5.702,5.797,4.558,6.622;55.626;2.064;55.626;NA;NA;NA;NA;-33.06;532.23;2.12;153.21;
R46-1;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;32.3;NA;32.3;NA;NA;NA;NA;NA;NA;NA;NA;-30.32;305.21;1.14;88.59;
R46-2;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;32.3;NA;32.3;NA;NA;NA;NA;NA;NA;NA;NA;-30.74;289.39;1.76;83.52;
R46-3;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;32.3;NA;32.3;NA;NA;NA;NA;NA;NA;NA;NA;-31.7;744.93;2.03;205.92;
R46-4;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;32.3;NA;32.3;NA;NA;NA;NA;NA;NA;NA;NA;-33.3;655.5;1.81;185.4;
R16;Rana.sphenocephala;DC108_1;06/10/2015;1;32.8;NA;NA;32.8;13.533;NA;NA;13.533;NA;NA;NA;NA;-35.54;551.61;2.14;152.05;
R17;Rana.sphenocephala;DC108_1;06/10/2015;1;34.3;NA;NA;34.3;13.109;NA;NA;13.109;NA;NA;NA;NA;-34.81;402.74;1.68;102.34;
R54-1;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;35;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;-34.98;537.61;2.52;147.43;
R54-2;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;35;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;-33.59;188.61;2.44;51.17;
R54-3;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;35;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;-34.32;501.07;1.92;143.95;
R54-4;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;35;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;-33.79;428.31;2.01;123.04;
R54-5;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;35;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;-30.18;392.1;1.19;111.12;
R48-2;Rana.sphenocephala;DC108_1;06/10/2015;4;NA;38.2;NA;38.2;5.614,5.793,5.067,5.240;54.285;0.726;54.285;NA;NA;NA;NA;-34.19;593.71;1.97;170.49;
R48-1;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;38.2;NA;38.2;6.883;NA;NA;6.883;NA;NA;NA;NA;-32.97;740.55;1.95;213.87;
R14;Rana.sphenocephala;DC108_1;06/10/2015;1;47.3;NA;NA;47.3;14.494;NA;NA;14.494;NA;NA;NA;NA;-34.26;1211.86;1.84;315.37;
